,train_acc,valid_acc,train_loss,valid_loss
0,0.13975694444444445,0.07534246575342465,3.7103426920043097,5.184659213235934
1,0.19010416666666666,0.10616438356164383,3.4629036453035145,3.4877378516001243
2,0.2699652777777778,0.2910958904109589,2.9353058536847434,2.757245847623642
3,0.3177083333333333,0.3253424657534247,2.7519309520721436,2.6582578502289236
4,0.421875,0.3732876712328767,2.539807836214701,2.504358063005421
5,0.4331597222222222,0.4280821917808219,2.4554030299186707,2.3910056107664763
6,0.4904513888888889,0.2636986301369863,2.3286720911661782,2.767382670755256
7,0.4930555555555556,0.4315068493150685,2.304592185550266,2.4760440212406523
8,0.5520833333333334,0.3458904109589041,2.247774120834139,2.7537567615509033
9,0.5711805555555556,0.4931506849315068,2.1727087961302862,2.406816810777743
10,0.5598958333333334,0.4691780821917808,2.1782178978125253,2.4494283166650224
11,0.5894097222222222,0.4417808219178082,2.1234759555922613,2.6431995548614085
12,0.6076388888888888,0.4486301369863014,2.111570497353872,2.6040360535660834
13,0.6197916666666666,0.3664383561643836,2.078716433710522,2.8403130688079417
14,0.6519097222222222,0.4041095890410959,2.011740071905984,2.7803469161464744
15,0.6701388888888888,0.2808219178082192,2.011534412701925,3.708723303389876
16,0.6744791666666666,0.4589041095890411,2.0061020818021564,2.6477347269450147
17,0.6805555555555556,0.386986301369863,1.971334434217877,2.6795089342822767
18,0.7083333333333334,0.3356164383561644,1.9339198602570429,3.1088647025905245
19,0.7039930555555556,0.3287671232876712,1.9415568742487166,3.0180251859638787
20,0.7083333333333334,0.4280821917808219,1.9075904091199238,2.6888046852529865
21,0.7213541666666666,0.3801369863013699,1.9086019562350378,3.025692400866992
22,0.7387152777777778,0.4143835616438356,1.8764907121658325,2.7743628188355327
23,0.7326388888888888,0.3561643835616438,1.8839445743295882,3.0683341777487976
24,0.7621527777777778,0.5308219178082192,1.8340101970566645,2.68177456071932
25,0.7708333333333334,0.4041095890410959,1.8328866793049707,2.9571814863649135
26,0.7552083333333334,0.3664383561643836,1.8455261720551386,3.044501200114211
27,0.7621527777777778,0.4315068493150685,1.8152089218298595,2.853539581168188
28,0.7864583333333334,0.5205479452054794,1.7950671480761633,2.6624288722260356
29,0.7994791666666666,0.4041095890410959,1.7496578494707744,2.7139809425563026
30,0.7821180555555556,0.4828767123287671,1.7967404789394803,2.7476226401655643
31,0.7795138888888888,0.4041095890410959,1.801158865292867,2.823645181851844
32,0.8081597222222222,0.3698630136986301,1.7364178034994338,3.046562867621853
33,0.7951388888888888,0.4212328767123288,1.7636815044615004,3.021233428014468
34,0.8151041666666666,0.4143835616438356,1.7391551865471735,3.055040019832245
35,0.8211805555555556,0.4212328767123288,1.7286512553691864,2.7905464400983835
36,0.8142361111111112,0.3938356164383562,1.7277931306097243,2.8818879584743553
37,0.8211805555555556,0.4691780821917808,1.7254125906361475,2.556757587276093
38,0.8003472222222222,0.5376712328767124,1.7367375658618078,2.44199468664927
39,0.8185763888888888,0.3938356164383562,1.7070518003569708,3.088135866269673
40,0.8567708333333334,0.4691780821917808,1.684810095363193,2.6631742503545057
41,0.8359375,0.4315068493150685,1.6791297495365143,2.820546698896852
42,0.8368055555555556,0.5205479452054794,1.6783651974466112,2.5159079016071475
43,0.8541666666666666,0.476027397260274,1.6587342851691775,2.6738928148191268
44,0.8272569444444444,0.4657534246575342,1.6972577571868896,2.735037228832506
45,0.84375,0.4897260273972603,1.6555558211273618,2.6068944931030273
46,0.875,0.5034246575342466,1.6255568597051833,2.618970616223061
47,0.8784722222222222,0.4794520547945205,1.62027394440439,2.962799604624918
48,0.8723958333333334,0.5034246575342466,1.630469626850552,2.6967030453355343
49,0.8654513888888888,0.5582191780821918,1.6350932717323303,2.5059755730302364
50,0.8602430555555556,0.4931506849315068,1.6420487198564742,2.967066147556044
51,0.8784722222222222,0.4383561643835616,1.621882485018836,2.9376362088608414
52,0.8819444444444444,0.4349315068493151,1.6155066556400723,2.959643448868843
53,0.875,0.4520547945205479,1.638624029027091,2.89166466014026
54,0.8828125,0.5821917808219178,1.6148400041792128,2.318903771165299
55,0.8706597222222222,0.5308219178082192,1.6027843289905124,2.592563701002565
56,0.8723958333333334,0.4075342465753425,1.626064462794198,2.9234070385972113
57,0.8732638888888888,0.523972602739726,1.6034031907717388,2.5900984790227186
58,0.9079861111111112,0.5753424657534246,1.5624276565180883,2.5074728025148993
59,0.8993055555555556,0.5513698630136986,1.5736519793669383,2.532387700799393
60,0.8854166666666666,0.5582191780821918,1.5884762638145022,2.4977412256475997
61,0.8940972222222222,0.4931506849315068,1.5778944691022236,2.765276686785972
62,0.8845486111111112,0.5,1.5818823046154447,2.64533842099856
63,0.8958333333333334,0.5102739726027398,1.5732837915420532,2.7227870634157365
64,0.8897569444444444,0.4965753424657534,1.5908500121699438,2.8945142210346377
65,0.8897569444444444,0.5308219178082192,1.5716787775357564,2.5130805316036695
66,0.9010416666666666,0.5445205479452054,1.5597757895787556,2.5727422661977273
67,0.9140625,0.547945205479452,1.5548325346575842,2.642817111864482
68,0.9114583333333334,0.4315068493150685,1.5557228823502858,3.0660020357941926
69,0.9262152777777778,0.5205479452054794,1.528131667110655,2.784925989908715
70,0.9045138888888888,0.5068493150684932,1.5427524281872644,2.7887064920712823
71,0.9131944444444444,0.4589041095890411,1.5467135608196259,2.8798761792378884
72,0.9053819444444444,0.4897260273972603,1.5349150200684865,2.711357270201592
73,0.9053819444444444,0.4657534246575342,1.5472604996628232,3.046073183621446
74,0.8984375,0.5034246575342466,1.5456795626216464,2.5871690756654084
